Transaction Date,Post Date,Description,Category,Type,Amount,Memo
05/14/2023,05/15/2023,H-E-B #029,Groceries,Sale,-50.41,
05/14/2023,05/15/2023,CL *Chase Travel,Travel,Sale,-59.44,
05/14/2023,05/15/2023,TravisMathew Domain,Shopping,Sale,-108.20,
05/14/2023,05/15/2023,GLF*GolfNowReservation,Entertainment,Sale,-18.00,
05/13/2023,05/15/2023,FIREHOUSE SUBS 0431 QSR,Food & Drink,Sale,-17.00,
05/13/2023,05/14/2023,REGAL GATEWAY 16  0949,Entertainment,Sale,-18.00,
05/13/2023,05/14/2023,SP RIDGE WALLET 065,Shopping,Sale,-180.25,
05/13/2023,05/14/2023,ACADEMY SPORTS #27,Shopping,Sale,-40.26,
05/13/2023,05/14/2023,SP VUORI CLOTHING,Shopping,Sale,-73.61,
05/13/2023,05/14/2023,WARBY PARKER,Health & Wellness,Sale,-156.96,
05/13/2023,05/14/2023,AMZN Mktp US*Z77X03IE3,Shopping,Sale,-248.96,
05/13/2023,05/14/2023,7-ELEVEN 36610,Gas,Sale,-76.16,
05/13/2023,05/14/2023,NESPRESSO USA  INC.,Groceries,Sale,-32.45,
05/13/2023,05/14/2023,NORDSTROM #0733,Shopping,Sale,-106.09,
05/13/2023,05/14/2023,Payment Thank You-Mobile,,Payment,12.10,
05/12/2023,05/14/2023,P. TERRYS STAND #6,Food & Drink,Sale,-11.53,
05/11/2023,05/11/2023,Payment Thank You-Mobile,,Payment,345.67,
05/10/2023,05/11/2023,NI CAFE,Food & Drink,Sale,-7.98,
05/10/2023,05/11/2023,NI CAFE,Food & Drink,Sale,-1.91,
05/10/2023,05/11/2023,NI CAFE,Food & Drink,Sale,-2.21,
05/09/2023,05/10/2023,NI CAFE,Food & Drink,Sale,-9.35,
05/09/2023,05/09/2023,DD DOORDASH JERSEYMIK,Food & Drink,Sale,-25.36,
05/08/2023,05/09/2023,H-E-B #029,Groceries,Sale,-112.46,
05/08/2023,05/09/2023,P. TERRY'S STAND #26,Food & Drink,Sale,-9.63,
05/08/2023,05/08/2023,Payment Thank You-Mobile,,Payment,467.41,
05/07/2023,05/08/2023,GLF*TERAVISTAGOLFCLUB,Entertainment,Sale,-140.58,
05/06/2023,05/08/2023,7-ELEVEN 36618,Gas,Sale,-24.83,
05/07/2023,05/08/2023,GLF*TeravistaGolfClub,Entertainment,Sale,-12.76,
05/07/2023,05/08/2023,TEXACO 0377023,Gas,Sale,-10.70,
05/06/2023,05/07/2023,GLF*GolfNowReservation,Entertainment,Sale,-24.00,
05/05/2023,05/07/2023,7-ELEVEN 36621,Gas,Sale,-12.96,
05/06/2023,05/07/2023,THE DOGWOOD DOMAIN,Food & Drink,Sale,-7.14,
05/06/2023,05/07/2023,TST* Maudies Milagro,Food & Drink,Sale,-35.51,
05/06/2023,05/07/2023,THE DOGWOOD DOMAIN,Food & Drink,Sale,-8.14,
05/05/2023,05/07/2023,THE DOGWOOD DOMAIN,Food & Drink,Sale,-6.14,
05/05/2023,05/07/2023,THE DOGWOOD DOMAIN,Food & Drink,Sale,-20.86,
05/04/2023,05/05/2023,NI CAFE,Food & Drink,Sale,-7.98,
05/04/2023,05/05/2023,NI CAFE,Food & Drink,Sale,-2.21,
05/04/2023,05/05/2023,AMZN Mktp US*WM6WV9X93,Shopping,Sale,-229.42,
05/04/2023,05/05/2023,AMZN Mktp US*QW4NU7EH3,Shopping,Sale,-51.98,
05/02/2023,05/03/2023,AMZN Mktp US*HM67K1H92,Shopping,Sale,-14.06,
05/02/2023,05/03/2023,AMZN Mktp US*HM35Q65W2,Shopping,Sale,-35.70,
05/02/2023,05/02/2023,Payment Thank You-Mobile,,Payment,727.03,
05/01/2023,05/02/2023,P. TERRYS STAND #8,Food & Drink,Sale,-11.31,
04/30/2023,05/01/2023,PETER MILLAR AUSTIN,Shopping,Sale,-108.25,
04/30/2023,05/01/2023,CHEVRON 0157966,Gas,Sale,-64.06,
04/30/2023,05/01/2023,H-E-B #031,Groceries,Sale,-205.06,
04/29/2023,04/30/2023,Payment Thank You-Mobile,,Payment,517.84,
04/28/2023,04/30/2023,GLF*FALCONHEADGOLFCLUB,Entertainment,Sale,-173.21,
04/28/2023,04/30/2023,CHEWY.COM,Shopping,Sale,-33.86,
04/29/2023,04/30/2023,GLF*TERAVISTAGOLFCLUB,Entertainment,Sale,-109.02,
04/29/2023,04/30/2023,SPEEDY STOP 95,Gas,Sale,-15.57,
04/29/2023,04/30/2023,GLF*GolfNowReservation,Entertainment,Sale,-18.00,
04/26/2023,04/27/2023,GLF*GolfNowReservation,Entertainment,Sale,-5.39,
04/26/2023,04/27/2023,NI CAFE,Food & Drink,Sale,-11.01,
04/25/2023,04/25/2023,DD DOORDASH SUBWAY,Food & Drink,Sale,-15.27,
04/24/2023,04/25/2023,AMZN Mktp US*HF70364A2,Shopping,Sale,-119.02,
04/24/2023,04/25/2023,THE GRACKLE,Food & Drink,Sale,-20.00,
04/24/2023,04/25/2023,H-E-B #029,Groceries,Sale,-170.95,
04/24/2023,04/24/2023,Payment Thank You-Mobile,,Payment,561.78,
04/23/2023,04/24/2023,BAR PARTNERS GAMES,Entertainment,Sale,-4.10,
04/23/2023,04/24/2023,BAR PARTNERS GAMES,Food & Drink,Sale,-5.10,
04/22/2023,04/24/2023,GRABOOST,Groceries,Sale,-27.79,
04/23/2023,04/24/2023,TST* HOTEL VEGAS,Food & Drink,Sale,-28.76,
04/22/2023,04/24/2023,GRABOOST,Groceries,Sale,-9.39,
04/22/2023,04/24/2023,TST* Easy Tiger - Eastsid,Food & Drink,Sale,-46.18,
04/22/2023,04/24/2023,P. TERRYS STAND #6,Food & Drink,Sale,-11.31,
04/23/2023,04/24/2023,AMZN Mktp US*HF1YZ1EI0,Shopping,Sale,-34.61,
04/23/2023,04/24/2023,MCDONALD'S F14128,Food & Drink,Sale,-8.96,
04/22/2023,04/23/2023,DD DOORDASH SUBWAY,Food & Drink,Sale,-15.27,
04/21/2023,04/23/2023,SHELL OIL 57543321004,Gas,Sale,-3.78,
04/22/2023,04/23/2023,AMZN Mktp US*HV5M747G2,Shopping,Sale,-29.16,
04/21/2023,04/23/2023,RMA TOLL,Travel,Sale,-16.78,
04/20/2023,04/23/2023,SHELL OIL 57542085402,Gas,Sale,-7.12,
04/20/2023,04/21/2023,NI CAFE,Food & Drink,Sale,-11.56,
04/19/2023,04/21/2023,P. TERRYS STAND #6,Food & Drink,Sale,-10.28,
04/20/2023,04/20/2023,Payment Thank You-Mobile,,Payment,356.40,
04/18/2023,04/20/2023,TOYOTA OF CEDAR PARK,Automotive,Sale,-369.00,
04/19/2023,04/20/2023,AMZN Mktp US*HV57880V2,Shopping,Sale,-32.46,
04/19/2023,04/20/2023,TXTAG 888 468 9824,Travel,Sale,-10.00,
04/20/2023,04/20/2023,DD DOORDASH SUBWAY,Food & Drink,Sale,-13.65,
04/19/2023,04/20/2023,VETSOURCE,Personal,Sale,-25.78,
04/18/2023,04/20/2023,RAISING CANES 0115,Food & Drink,Sale,-16.94,
04/18/2023,04/19/2023,DD DOORDASH CVS,Food & Drink,Sale,-32.71,
04/18/2023,04/19/2023,AMZN Mktp US*HV6D00EF1,Shopping,Sale,-61.48,
04/18/2023,04/19/2023,RMA TOLL,Travel,Sale,-7.02,
04/18/2023,04/18/2023,AMZN Mktp US*HV41Y6TG1,Shopping,Sale,-41.85,
04/18/2023,04/18/2023,NESPRESSO USA  INC.,Groceries,Sale,-40.30,
04/17/2023,04/17/2023,Payment Thank You-Mobile,,Payment,399.65,
04/16/2023,04/17/2023,DAIRY QUEEN 14158,Food & Drink,Sale,-28.85,
04/17/2023,04/17/2023,TWO STEP INNCASHLESS,Food & Drink,Sale,-35.77,
04/17/2023,04/17/2023,TWO STEP INNCASHLESS,Food & Drink,Sale,-34.49,
04/16/2023,04/17/2023,TWO STEP INNCASHLESS,Food & Drink,Sale,-41.57,
04/16/2023,04/17/2023,WAL-MART #1303,Groceries,Sale,-10.72,
04/15/2023,04/17/2023,GRABOOST,Groceries,Sale,-21.64,
04/14/2023,04/16/2023,KRISPY KREME #130,Food & Drink,Sale,-13.50,
04/15/2023,04/16/2023,KWIK CHEK#65,Gas,Sale,-7.51,
04/16/2023,04/16/2023,TWO STEP INNCASHLESS,Food & Drink,Sale,-35.77,
04/14/2023,04/16/2023,DD DOORDASH 7-ELEVEN,Food & Drink,Sale,-16.67,
04/16/2023,04/16/2023,TWO STEP INNCASHLESS,Food & Drink,Sale,-41.57,
04/15/2023,04/16/2023,TWO STEP INNCASHLESS,Food & Drink,Sale,-30.66,
04/14/2023,04/16/2023,7-ELEVEN 36563,Gas,Sale,-11.90,
04/12/2023,04/14/2023,SHELL OIL 57543321004,Gas,Sale,-18.39,
04/13/2023,04/14/2023,NI CAFE,Food & Drink,Sale,-9.76,
04/12/2023,04/13/2023,AMZN Mktp US*HJ04490Y1,Shopping,Sale,-71.99,
04/13/2023,04/13/2023,DD DOORDASH POTBELLYS,Food & Drink,Sale,-22.60,
04/12/2023,04/13/2023,TRADER JOE'S #453 QPS,Groceries,Sale,-95.23,
04/12/2023,04/12/2023,Payment Thank You-Mobile,,Payment,417.82,
04/12/2023,04/12/2023,DD DOORDASH FIREHOUSE,Food & Drink,Sale,-24.10,
04/09/2023,04/11/2023,SHELL OIL 12609115006,Gas,Sale,-95.19,
04/09/2023,04/11/2023,SHELL OIL 12609115006,Gas,Sale,-10.91,
04/11/2023,04/11/2023,DD DOORDASH SUBWAY,Food & Drink,Sale,-15.27,
04/07/2023,04/09/2023,SHELL OIL 57543321004,Gas,Sale,-11.34,
04/06/2023,04/09/2023,P. TERRYS STAND #6,Food & Drink,Sale,-9.63,
04/08/2023,04/09/2023,TXTAG 888 468 9824,Travel,Sale,-10.00,
04/05/2023,04/06/2023,AMZN Mktp US*HS1BZ8PF1,Shopping,Sale,-47.98,
04/05/2023,04/06/2023,AMZN Mktp US*HS9VW6DQ0,Shopping,Sale,-75.61,
04/05/2023,04/06/2023,GLF*GolfNowReservation,Entertainment,Sale,-8.09,
04/04/2023,04/06/2023,RAISING CANES 0161,Food & Drink,Sale,-13.18,
04/04/2023,04/06/2023,SHELL OIL 57543321004,Gas,Sale,-15.57,
04/04/2023,04/05/2023,TRADER JOE'S #453 QPS,Groceries,Sale,-74.51,
04/05/2023,04/05/2023,DD DOORDASH SUBWAY,Food & Drink,Sale,-15.27,
04/04/2023,04/04/2023,Payment Thank You-Mobile,,Payment,90.21,
04/04/2023,04/04/2023,DD DOORDASH SUBWAY,Food & Drink,Sale,-15.27,
04/01/2023,04/03/2023,7-ELEVEN 38104,Gas,Sale,-21.64,
04/03/2023,04/03/2023,DD DOORDASH FIREHOUSE,Food & Drink,Sale,-26.57,
04/01/2023,04/02/2023,Payment Thank You-Mobile,,Payment,16.32,
03/31/2023,04/02/2023,TXTAG 888 468 9824,Travel,Sale,-10.00,
03/31/2023,04/02/2023,COA PARKS &amp; REC,Travel,Sale,-32.00,
03/31/2023,03/31/2023,Payment Thank You-Mobile,,Payment,269.19,
03/30/2023,03/31/2023,7-ELEVEN 36609,Gas,Sale,-16.32,
03/30/2023,03/30/2023,DD DOORDASH SUBWAY,Food & Drink,Sale,-15.27,
03/29/2023,03/30/2023,TRADER JOE'S #454 QPS,Groceries,Sale,-96.53,
03/29/2023,03/29/2023,DD DOORDASH SUBWAY,Food & Drink,Sale,-15.27,
03/28/2023,03/29/2023,DD DOORDASH SUBWAY,Food & Drink,Sale,-15.27,
03/28/2023,03/28/2023,Payment Thank You-Mobile,,Payment,15.57,
03/27/2023,03/28/2023,INTUIT *TURBOTAX,Shopping,Sale,-126.85,
03/27/2023,03/27/2023,Payment Thank You-Mobile,,Payment,284.81,
03/25/2023,03/27/2023,SHELL OIL 57543321004,Gas,Sale,-15.57,
03/24/2023,03/26/2023,SQ *PROOF OF THE PUDDING,Food & Drink,Sale,-81.86,
03/25/2023,03/26/2023,DD DOORDASH SUBWAY,Food & Drink,Sale,-28.12,
03/25/2023,03/26/2023,Payment Thank You-Mobile,,Payment,473.01,
03/24/2023,03/26/2023,SQ *PROOF OF THE PUDDING,Food & Drink,Sale,-5.41,
03/24/2023,03/26/2023,TST* MEAN EYED CAT,Food & Drink,Sale,-24.58,
03/23/2023,03/26/2023,P. TERRYS STAND #6,Food & Drink,Sale,-7.36,
03/24/2023,03/26/2023,SQ *PROOF OF THE PUDDING,Food & Drink,Sale,-53.04,
03/24/2023,03/26/2023,SQ *PROOF OF THE PUDDING,Food & Drink,Sale,-65.60,
03/24/2023,03/26/2023,SQ *PROOF OF THE PUDDING,Food & Drink,Sale,-18.84,
03/24/2023,03/24/2023,CHEWY.COM,Shopping,Sale,-109.21,
03/22/2023,03/23/2023,NI CAFE,Food & Drink,Sale,-11.14,
03/22/2023,03/23/2023,VETSOURCE,Personal,Sale,-25.78,
03/20/2023,03/22/2023,SHELL OIL 57543321004,Gas,Sale,-85.98,
03/20/2023,03/22/2023,SHELL OIL 57543321004,Gas,Sale,-15.57,
03/20/2023,03/21/2023,CSC SERVICEWORK,Food & Drink,Sale,-2.00,
03/20/2023,03/21/2023,H-E-B #029,Groceries,Sale,-89.49,
03/20/2023,03/21/2023,TXTAG 888 468 9824,Travel,Sale,-10.00,
03/21/2023,03/21/2023,DD DOORDASH SUBWAY,Food & Drink,Sale,-16.68,
03/20/2023,03/21/2023,DD DOORDASH SONICDRIV,Food & Drink,Sale,-19.02,
03/20/2023,03/21/2023,DD DOORDASH TORCHYSTA,Food & Drink,Sale,-26.13,
03/18/2023,03/20/2023,FIREHOUSE SUBS 0431 QSR,Food & Drink,Sale,-20.76,
03/18/2023,03/20/2023,WONDER BAR - AUSTIN,Food & Drink,Sale,-34.25,
03/19/2023,03/19/2023,Payment Thank You-Mobile,,Payment,18.80,
03/18/2023,03/19/2023,BAR PARTNERS GAMES,Entertainment,Sale,-7.00,
03/17/2023,03/17/2023,Payment Thank You-Mobile,,Payment,1037.85,
03/15/2023,03/17/2023,SHELL OIL 57543321004,Gas,Sale,-18.80,
03/15/2023,03/15/2023,NESPRESSO USA INC,Groceries,Sale,-279.34,
03/15/2023,03/15/2023,SEATGEEK EVENT TICKETS,Entertainment,Sale,-424.23,
03/12/2023,03/14/2023,SHELL OIL 57543321004,Gas,Sale,-11.56,
03/12/2023,03/13/2023,H-E-B #029,Groceries,Sale,-166.74,
03/13/2023,03/13/2023,DD DOORDASH LAMADELEI,Food & Drink,Sale,-32.48,
03/12/2023,03/12/2023,Payment Thank You-Mobile,,Payment,129.34,
03/11/2023,03/12/2023,JIMMY JOHNS - 416,Food & Drink,Sale,-13.51,
03/10/2023,03/12/2023,CIRCLE K #2741550,Gas,Sale,-10.05,
03/11/2023,03/12/2023,CHUY'S 001,Food & Drink,Sale,-34.99,
03/10/2023,03/12/2023,FIREHOUSE SUBS 0466 QSR,Food & Drink,Sale,-17.61,
03/11/2023,03/12/2023,TST* Revelry Kitchen and,Food & Drink,Sale,-11.72,
03/10/2023,03/12/2023,P. TERRYS STAND #6,Food & Drink,Sale,-14.78,
03/11/2023,03/12/2023,TST* Revelry Kitchen and,Food & Drink,Sale,-20.84,
03/08/2023,03/10/2023,FIREHOUSE SUBS 0465 QSR,Food & Drink,Sale,-16.01,
03/09/2023,03/10/2023,DD DOORDASH PLUCKERSW,Food & Drink,Sale,-36.45,
03/08/2023,03/09/2023,P. TERRYS STAND #6,Food & Drink,Sale,-11.31,
03/08/2023,03/09/2023,USPS PO 4804040128,Shopping,Sale,-50.00,
03/06/2023,03/08/2023,SHELL OIL 57543321004,Gas,Sale,-15.57,
03/06/2023,03/06/2023,Payment Thank You-Mobile,,Payment,201.97,
03/04/2023,03/05/2023,H-E-B #029,Groceries,Sale,-29.86,
03/03/2023,03/05/2023,DD DOORDASH SUBWAY,Food & Drink,Sale,-16.42,
03/03/2023,03/03/2023,Payment Thank You-Mobile,,Payment,17.56,
03/02/2023,03/03/2023,P. TERRYS STAND #6,Food & Drink,Sale,-11.31,
03/02/2023,03/03/2023,H-E-B #029,Groceries,Sale,-144.38,
03/01/2023,03/01/2023,Payment Thank You-Mobile,,Payment,80.99,
02/28/2023,03/01/2023,CHEVRON 0208362,Gas,Sale,-15.35,
02/28/2023,03/01/2023,NI CAFE,Food & Drink,Sale,-2.21,
02/26/2023,02/28/2023,487PEPSIVEN9147678600,Food & Drink,Sale,-5.00,
02/27/2023,02/28/2023,DD DOORDASH LAMADELEI,Food & Drink,Sale,-33.56,
02/27/2023,02/27/2023,Payment Thank You-Mobile,,Payment,203.09,
02/25/2023,02/27/2023,P. TERRYS STAND #8,Food & Drink,Sale,-9.42,
02/26/2023,02/27/2023,JIMMY JOHNS - 2604,Food & Drink,Sale,-14.05,
02/26/2023,02/27/2023,TST* CLIVE BAR,Food & Drink,Sale,-10.80,
02/26/2023,02/27/2023,7-ELEVEN 38613,Gas,Sale,-8.16,
02/25/2023,02/26/2023,GLF*AVERYRANCHGOLFCLUB,Entertainment,Sale,-128.82,
02/25/2023,02/26/2023,GLF*AVERYRANCHGOLFCLUB,Entertainment,Sale,-18.19,
02/23/2023,02/24/2023,H-E-B #029,Groceries,Sale,-30.30,
02/23/2023,02/23/2023,Payment Thank You-Mobile,,Payment,27.35,
02/22/2023,02/23/2023,VETSOURCE,Personal,Sale,-25.78,
02/21/2023,02/22/2023,H-E-B #029,Groceries,Sale,-15.57,
02/20/2023,02/22/2023,SHELL OIL 57543321004,Gas,Sale,-11.78,
02/22/2023,02/22/2023,Payment Thank You-Mobile,,Payment,522.46,
02/21/2023,02/21/2023,DD DOORDASH FIREHOUSE,Food & Drink,Sale,-35.24,
02/20/2023,02/21/2023,H-E-B #029,Groceries,Sale,-121.61,
02/20/2023,02/21/2023,TGI FRIDAYS 1935,Food & Drink,Sale,-70.00,
02/19/2023,02/21/2023,GOOD PEOPLE LLC,Food & Drink,Sale,-81.84,
02/19/2023,02/21/2023,TST* Post Office Pies,Food & Drink,Sale,-18.50,
02/19/2023,02/20/2023,SQ *BACK FORTY BEER CO. B,Food & Drink,Sale,-33.00,
02/19/2023,02/20/2023,SQ *O.HENRY'S-HOMEWOOD,Food & Drink,Sale,-13.13,
02/19/2023,02/20/2023,SQ *BACK FORTY BEER CO. B,Food & Drink,Sale,-17.92,
02/19/2023,02/20/2023,SQ *BUCKHEAD BOOKS,Shopping,Sale,-9.59,
02/17/2023,02/19/2023,AUSTIN AIRPORT-F&amp;B,Food & Drink,Sale,-20.12,
02/17/2023,02/17/2023,Payment Thank You-Mobile,,Payment,129.69,
02/16/2023,02/17/2023,P. TERRYS STAND #6,Food & Drink,Sale,-11.31,
02/16/2023,02/17/2023,CHEWY.COM,Shopping,Sale,-63.86,
02/17/2023,02/17/2023,DD DOORDASH EINSTEINB,Food & Drink,Sale,-26.34,
02/16/2023,02/16/2023,Payment Thank You-Mobile,,Payment,31.20,
02/14/2023,02/16/2023,SHELL OIL 57542085402,Gas,Sale,-7.46,
02/14/2023,02/16/2023,7-ELEVEN 36265,Gas,Sale,-5.72,
02/16/2023,02/16/2023,DD DOORDASH SUBWAY,Food & Drink,Sale,-15.39,
02/15/2023,02/16/2023,DOORDASH*TOTAL WINE &amp;,Food & Drink,Sale,-17.21,
02/15/2023,02/16/2023,H-E-B #029,Groceries,Sale,-40.14,
02/15/2023,02/16/2023,DD DOORDASH VIA313PIZ,Food & Drink,Sale,-43.77,
02/14/2023,02/15/2023,FACEBK ZQ4K6M7KD2,Professional Services,Sale,-14.98,
02/12/2023,02/15/2023,POTBELLY #458,Food & Drink,Sale,-16.22,
02/14/2023,02/14/2023,Payment Thank You-Mobile,,Payment,620.25,
02/11/2023,02/13/2023,FWB CEDAR PARK,Food & Drink,Sale,-21.64,
02/12/2023,02/13/2023,TEXACO 0355588,Gas,Sale,-16.98,
02/12/2023,02/13/2023,TEXACO 0355588,Gas,Sale,-86.74,
02/12/2023,02/13/2023,TEXACO 0305406,Gas,Sale,-6.47,
02/10/2023,02/12/2023,TST* Mighty Fine Burgers,Food & Drink,Sale,-15.66,
02/10/2023,02/12/2023,RIVERSIDE GOLF COURSE,Entertainment,Sale,-32.48,
02/10/2023,02/12/2023,7-ELEVEN 38613,Gas,Sale,-20.06,
02/10/2023,02/10/2023,DECKERS*HOKA ONE ONE,Shopping,Sale,-151.55,
02/09/2023,02/10/2023,UPSTAIRS CIRCUS ATX LLC,Shopping,Sale,-168.03,
02/09/2023,02/09/2023,Payment Thank You-Mobile,,Payment,304.42,
02/08/2023,02/09/2023,H-E-B #029,Groceries,Sale,-14.05,
02/08/2023,02/09/2023,MANSCAPED,Shopping,Sale,-86.59,
02/07/2023,02/08/2023,NI CAFE,Food & Drink,Sale,-10.19,
02/06/2023,02/08/2023,SHELL OIL 57543321004,Gas,Sale,-11.02,
02/06/2023,02/08/2023,GWCTX 1212,Gifts & Donations,Sale,-7.57,
02/07/2023,02/08/2023,H-E-B #029,Groceries,Sale,-89.51,
02/06/2023,02/07/2023,SP TIPSYELVES.COM,Shopping,Sale,-86.52,
02/05/2023,02/07/2023,MOD PIZZA W LAKE HILLS,Food & Drink,Sale,-11.28,
02/06/2023,02/06/2023,Payment Thank You-Mobile,,Payment,433.14,
02/05/2023,02/06/2023,DD DOORDASH TORCHYSTA,Food & Drink,Sale,-24.90,
02/05/2023,02/06/2023,TRADER JOE'S #453 QPS,Groceries,Sale,-63.43,
02/03/2023,02/05/2023,SHELL OIL 10003538005,Gas,Sale,-11.90,
02/03/2023,02/05/2023,JIMMY JOHNS - 984,Food & Drink,Sale,-13.18,
02/04/2023,02/05/2023,TST* LATCHKEY,Food & Drink,Sale,-22.00,
02/04/2023,02/05/2023,EINSTEIN BROS BAGELS1908,Food & Drink,Sale,-15.02,
02/02/2023,02/03/2023,7-ELEVEN 12705,Gas,Sale,-40.65,
02/02/2023,02/03/2023,NI CAFE,Food & Drink,Sale,-9.35,
01/31/2023,02/01/2023,DD DOORDASH SUBWAY,Food & Drink,Sale,-15.39,
01/31/2023,02/01/2023,CL *Chase Travel,Travel,Sale,-100.49,
01/31/2023,01/31/2023,Payment Thank You-Mobile,,Payment,74.20,
01/30/2023,01/31/2023,DD DOORDASH WALGREENS,Food & Drink,Sale,-25.76,
01/30/2023,01/31/2023,DD DOORDASH WALGREENS,Food & Drink,Sale,-1.68,
01/30/2023,01/31/2023,DD DOORDASH FIREHOUSE,Food & Drink,Sale,-27.81,
01/30/2023,01/31/2023,H-E-B #029,Groceries,Sale,-149.91,
01/30/2023,01/30/2023,Payment Thank You-Mobile,,Payment,273.79,
01/28/2023,01/30/2023,P. TERRYS STAND #6,Food & Drink,Sale,-10.34,
01/29/2023,01/30/2023,CHEWY.COM,Shopping,Sale,-63.86,
01/28/2023,01/29/2023,H-E-B #029,Groceries,Sale,-13.05,
01/27/2023,01/29/2023,TEXACO 0304918,Gas,Sale,-20.43,
01/27/2023,01/29/2023,GLF*FALCONHEADGOLFCLUB,Entertainment,Sale,-134.24,
01/27/2023,01/29/2023,P. TERRYS STAND #6,Food & Drink,Sale,-11.31,
01/28/2023,01/29/2023,Payment Thank You-Mobile,,Payment,192.46,
01/27/2023,01/29/2023,TEXACO 0304918,Gas,Sale,-89.37,
01/27/2023,01/29/2023,GLF*GolfNowReservation,Entertainment,Sale,-5.39,
01/26/2023,01/27/2023,H-E-B #029,Groceries,Sale,-10.05,
01/25/2023,01/27/2023,TST* Easy Tiger - Eastsid,Food & Drink,Sale,-58.08,
01/26/2023,01/27/2023,DD DOORDASH SUBWAY,Food & Drink,Sale,-15.27,
01/25/2023,01/27/2023,VCA ANIMAL HOSP #679,Personal,Sale,-83.28,
01/26/2023,01/26/2023,Payment Thank You-Mobile,,Payment,25.34,
01/25/2023,01/26/2023,VETSOURCE,Personal,Sale,-25.78,
01/24/2023,01/24/2023,Payment Thank You-Mobile,,Payment,120.62,
01/22/2023,01/24/2023,P. TERRYS STAND #6,Food & Drink,Sale,-7.31,
01/22/2023,01/24/2023,GRABOOST,Groceries,Sale,-18.03,
01/23/2023,01/23/2023,Payment Thank You-Mobile,,Payment,212.31,
01/22/2023,01/23/2023,H-E-B #029,Groceries,Sale,-87.38,
01/22/2023,01/23/2023,TST* MEAN EYED CAT,Food & Drink,Sale,-33.24,
01/21/2023,01/22/2023,H-E-B #029,Groceries,Sale,-21.96,
01/19/2023,01/22/2023,CIRCLE K #2741550,Gas,Sale,-9.68,
01/19/2023,01/20/2023,TST* WHITE HORSE - NEW,Food & Drink,Sale,-55.89,
